Birim Adı;İnternet Adresi;HTTPS Var mı?;SSL Geçerli mi?;Sertifika Başlangıç;Sertifika Bitiş;Strict-Transport-Security;Content-Security-Policy;X-Frame-Options;X-Content-Type-Options;Referrer-Policy;A02 - Cryptographic Failure;A05 - Security Misconfiguration;A08 - Software/Data Integrity Failure;Güvenlik Skoru (0-5);A01 - Broken Access Control;A04 - Insecure Design;A06 - Vulnerable and Outdated Components;A07 - Identification and Authentication Failures;A09 - Security Logging and Monitoring Failures;A10 - Server-Side Request Forgery;CSV Injection;CRLF Injection;Unrestricted File Upload;X-Powered-By Exposure;Iframe Kullanımı;Mixed Content Risk;Deprecated HTML Elements;Referrer Policy Mevcut mu?;Gzip Compression Aktif mi?;robots.txt Var mı?;sitemap.xml Var mı?;Doctype Var mı?;Title Tag Var mı?;Secure/HttpOnly Cookie Flag Eksik?;HSTS Süresi Yetersiz mi?;CORS Açıklığı Var mı?;Yanıt Süresi (ms);Mobil Uyumlu mu?;Başlık Boş mu?;headers;html;response_bytes;http_methods;CSP_Header;X_Frame_Options;X_Content_Type_Options;HSTS_Preload;HSTS_Include_Subdomains;HSTS_Max_Age;CORS_Wildcard;Dangerous_HTTP_Methods;Canonical_Tag;Meta_Description;OpenGraph_Tags;Lazy_Loading;Favicon;Google_Fonts;Page_Size_KB;DOM_Element_Count;Google_Analytics;Meta_Viewport;Structured_Data
KIRIKKALE ÜNİVERSİTESİ;http://kku.edu.tr;True;True;2024-09-18 00:00:00;2025-10-18 23:59:59;True;False;False;False;False;False;True;True;1;True;True;False;True;True;Kapsam Dışı;False;False;False;True;False;True;False;False;True;True;False;True;True;True;True;False;1880;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
KIRKLARELİ ÜNİVERSİTESİ;http://www.klu.edu.tr/;True;True;2024-06-04 00:00:00;2025-06-03 23:59:59;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;False;True;True;False;False;True;True;True;True;True;True;True;False;793;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
KIRŞEHİR AHİ EVRAN ÜNİVERSİTESİ;www.ahievran.edu.tr;True;True;2025-05-13 00:00:00;2026-06-13 23:59:59;True;False;True;True;True;False;False;True;4;True;False;False;False;True;Kapsam Dışı;False;False;False;False;True;False;False;True;True;False;False;True;True;True;True;False;2557;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
KİLİS 7 ARALIK ÜNİVERSİTESİ;www.kilis.edu.tr;True;True;2024-07-17 13:52:11;2025-07-17 13:52:11;False;False;False;False;False;False;True;True;0;True;True;False;True;True;Kapsam Dışı;False;False;False;False;False;True;False;False;True;False;False;True;True;True;True;False;805;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
KOCAELİ SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ;www.kocaelisaglik.edu.tr;True;True;2024-10-24 00:00:00;2025-10-24 23:59:59;False;False;False;False;False;False;True;True;0;True;True;False;True;True;Kapsam Dışı;False;False;False;True;True;True;False;False;True;True;False;True;True;True;True;False;3224;False;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
KOCAELİ ÜNİVERSİTESİ;http://www.kocaeli.edu.tr/;False;False;;;False;False;False;False;False;True;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;-1;False;True;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
KOÇ ÜNİVERSİTESİ;http://www.ku.edu.tr;True;True;2025-01-16 00:00:00;2026-02-14 23:59:59;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;True;False;False;False;False;False;False;False;False;False;False;True;True;True;True;False;773;False;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
KONYA GIDA VE TARIM ÜNİVERSİTESİ;http://www.gidatarim.edu.tr/;True;True;2024-11-11 00:00:00;2025-12-12 23:59:59;False;False;False;False;False;False;True;True;0;True;True;False;True;True;Kapsam Dışı;True;False;False;False;False;True;False;False;True;True;False;True;True;True;True;False;739;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
KONYA TEKNİK ÜNİVERSİTESİ;http://www.ktun.edu.tr/;True;True;2024-12-11 00:00:00;2025-10-30 23:59:59;False;False;True;False;False;False;True;True;1;True;True;False;True;True;Kapsam Dışı;True;False;False;False;False;True;False;False;True;False;False;True;True;True;True;False;1543;False;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
KTO KARATAY ÜNİVERSİTESİ;http://www.karatay.edu.tr;True;True;2025-05-02 14:50:16;2025-07-31 15:49:55;False;False;False;False;False;False;True;True;0;True;True;False;True;True;Kapsam Dışı;False;False;False;False;False;True;False;False;True;True;True;True;True;True;True;False;70;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ;http://dpu.edu.tr;True;True;2024-11-05 00:00:00;2025-12-06 23:59:59;False;False;False;False;False;False;True;True;0;True;True;True;True;True;Kapsam Dışı;False;False;False;False;True;True;False;False;False;True;True;True;True;True;True;False;681;False;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
KÜTAHYA SAĞLIK BİLİMLERİ ÜNİVERSİTESİ;http://www.ksbu.edu.tr/;True;True;2024-09-12 00:00:00;2025-09-14 23:59:59;False;False;False;False;False;False;True;True;0;True;True;False;True;True;Kapsam Dışı;False;False;False;False;False;True;False;False;True;True;True;True;True;True;True;True;113;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
LOKMAN HEKİM ÜNİVERSİTESİ;www.lokmanhekim.edu.tr;True;True;2024-11-08 00:00:00;2025-11-07 23:59:59;False;False;False;False;False;False;True;True;0;True;True;False;True;True;Kapsam Dışı;False;False;False;False;True;True;False;False;False;True;True;True;True;False;True;False;585;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
MALATYA TURGUT ÖZAL ÜNİVERSİTESİ;www.ozal.edu.tr;False;False;;;False;False;False;False;False;True;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;-1;False;True;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
MALTEPE ÜNİVERSİTESİ;http://www.maltepe.edu.tr/;True;True;2025-05-17 15:37:22;2025-08-15 16:35:55;False;False;False;False;False;False;True;True;0;True;False;False;True;True;Kapsam Dışı;False;False;False;True;True;True;False;False;True;False;True;True;True;False;True;False;637;False;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
MANİSA CELÂL BAYAR ÜNİVERSİTESİ;www.cbu.edu.tr;True;True;2025-05-17 05:22:22;2025-08-15 05:22:21;True;False;False;False;False;False;True;True;1;True;False;False;False;True;Kapsam Dışı;False;False;False;True;False;False;False;False;True;False;False;False;False;False;True;False;701;False;True;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
MARDİN ARTUKLU ÜNİVERSİTESİ;http://www.artuklu.edu.tr/;True;True;2024-05-31 00:00:00;2025-05-27 23:59:59;True;False;False;False;False;False;True;True;1;True;True;False;True;True;Kapsam Dışı;False;False;False;True;False;True;False;False;False;False;True;True;True;True;True;True;1022;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
MARMARA ÜNİVERSİTESİ;http://www.marmara.edu.tr;True;True;2024-08-13 00:00:00;2025-08-17 23:59:59;False;True;True;True;False;False;False;True;3;True;False;False;True;True;Kapsam Dışı;False;False;False;False;False;True;False;False;True;True;True;True;True;False;True;False;617;False;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
MEF ÜNİVERSİTESİ;www.mef.edu.tr;True;True;2025-05-12 13:49:50;2025-08-10 13:49:49;True;False;False;False;False;False;True;True;1;True;True;False;True;True;Kapsam Dışı;False;False;False;True;False;False;False;False;True;False;False;True;True;True;True;False;91;False;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
MERSİN ÜNİVERSİTESİ;http://www.mersin.edu.tr/idari/g enel-sekreterlik;True;True;2025-02-18 00:00:00;2026-03-21 23:59:59;False;False;False;False;False;False;True;True;0;True;True;False;True;True;Kapsam Dışı;False;False;False;False;False;True;False;False;True;True;False;True;True;True;True;False;754;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
MİMAR SİNAN GÜZEL SANATLAR ÜNİVERSİTESİ;https://www.msgsu.edu.tr;True;True;2024-05-24 12:26:59;2025-05-24 12:26:59;False;True;False;False;False;False;True;True;1;True;True;False;True;True;Kapsam Dışı;False;False;False;True;False;True;False;False;True;True;True;True;True;True;True;False;1016;False;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
MUDANYA ÜNİVERSİTESİ;https://mudanya.edu.tr;True;True;2025-05-18 14:22:26;2025-08-16 14:22:25;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;True;True;False;False;False;True;True;True;True;True;True;True;False;840;True;True;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ;http://www.mu.edu.tr/;True;True;2024-08-05 00:00:00;2025-09-03 23:59:59;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;True;False;True;False;False;False;False;False;True;True;True;True;True;871;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
MUNZUR ÜNİVERSİTESİ;www.munzur.edu.tr;True;True;2024-07-08 00:00:00;2025-07-13 23:59:59;False;False;False;False;False;False;True;True;0;True;True;False;False;True;Kapsam Dışı;False;False;False;True;True;True;True;False;False;True;False;True;True;True;True;False;912;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
MUŞ ALPARSLAN ÜNİVERSİTESİ;www.alparslan.edu.tr;False;False;;;False;False;False;False;False;True;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;-1;False;True;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
NECMETTİN ERBAKAN ÜNİVERSİTESİ;http://www.erbakan.edu.tr;True;True;2025-04-13 01:38:53;2025-07-12 02:38:50;True;False;True;True;False;False;False;True;3;True;True;False;True;True;Kapsam Dışı;False;False;False;False;False;False;False;False;True;True;False;True;True;False;True;True;694;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ;http://www.nevsehir.edu.tr/;True;True;2024-08-27 12:33:16;2025-08-27 12:33:16;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;False;True;True;False;False;True;True;True;True;True;True;True;False;863;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ;http://www.ohu.edu.tr/;True;True;2024-11-01 14:50:43;2025-12-03 14:50:42;False;False;False;False;False;False;True;True;0;True;True;False;True;True;Kapsam Dışı;False;False;False;True;False;True;True;False;False;True;True;True;True;True;True;False;686;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
NUH NACİ YAZGAN ÜNİVERSİTESİ;http://www.nny.edu.tr;True;True;2024-09-16 00:00:00;2025-09-16 23:59:59;False;False;False;False;False;False;True;True;0;True;True;False;True;True;Kapsam Dışı;False;False;False;False;True;True;False;False;True;False;False;True;True;True;True;False;689;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
ONDOKUZ MAYIS ÜNİVERSİTESİ;http://www.omu.edu.tr/;True;True;2025-02-27 00:00:00;2026-03-30 23:59:59;False;False;True;True;False;False;False;True;2;True;False;True;False;True;Kapsam Dışı;True;False;False;False;True;True;False;False;True;True;True;True;True;True;True;False;2169;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
ORDU ÜNİVERSİTESİ;http://www.odu.edu.tr;True;True;2024-10-07 08:39:43;2025-10-07 08:39:43;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;-1;False;True;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
ORTA DOĞU TEKNİK ÜNİVERSİTESİ;http://www.metu.edu.tr;True;True;2024-08-08 00:00:00;2025-08-13 23:59:59;False;False;True;True;False;False;False;True;2;True;False;False;False;True;Kapsam Dışı;False;False;False;False;True;True;False;False;True;True;True;True;True;True;True;False;478;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
OSMANİYE KORKUT ATA ÜNİVERSİTESİ;http://www.osmaniye.edu.tr;True;True;2024-12-20 00:00:00;2025-12-19 23:59:59;False;False;False;False;False;False;True;True;0;True;True;True;True;True;Kapsam Dışı;False;False;False;False;True;True;False;False;True;True;False;True;True;True;True;False;584;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
OSTİM TEKNİK ÜNİVERSİTESİ;www.ostimteknik.edu.tr;False;False;;;False;False;False;False;False;True;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;-1;False;True;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
ÖZYEĞİN ÜNİVERSİTESİ;www.ozyegin.edu.tr;True;True;2024-10-21 00:00:00;2025-11-21 23:59:59;True;True;True;True;False;False;False;False;4;True;True;False;True;True;Kapsam Dışı;False;False;False;False;True;True;False;False;False;True;True;True;True;True;True;False;85;False;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
PAMUKKALE ÜNİVERSİTESİ;http://www.pau.edu.tr;True;True;2025-04-01 23:10:13;2025-06-30 23:10:12;True;False;False;False;False;False;True;True;1;True;False;False;True;True;Kapsam Dışı;False;False;False;False;False;True;False;False;True;True;True;True;True;True;True;False;1185;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
PİRİ REİS ÜNİVERSİTESİ;http://www.pirireis.edu.tr;True;True;2025-01-07 16:49:26;2026-02-08 16:49:25;False;False;False;False;False;False;True;True;0;True;True;False;True;True;Kapsam Dışı;False;False;False;False;False;False;False;False;True;True;True;True;True;True;True;False;571;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ;erdogan.edu.tr;True;True;2024-10-30 00:00:00;2025-11-30 23:59:59;False;False;False;False;False;False;True;True;0;True;False;True;False;True;Kapsam Dışı;False;False;False;True;False;True;False;False;False;False;True;True;True;True;True;False;1342;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
SABANCI ÜNİVERSİTESİ;http://www.sabanciuniv.edu;True;True;2025-05-07 10:41:51;2026-06-08 10:41:50;True;False;True;True;False;False;False;True;3;True;True;False;True;True;Kapsam Dışı;False;False;True;False;False;False;False;False;True;True;True;True;True;True;True;False;105;False;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
SAĞLIK BİLİMLERİ ÜNİVERSİTESİ;http://www.sbu.edu.tr;True;True;2024-12-12 09:58:15;2026-01-13 09:58:14;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;True;True;True;False;False;True;True;True;True;False;True;True;False;1204;True;True;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
SAKARYA UYGULAMALI BİLİMLER ÜNİVERSİTESİ;www.subu.edu.tr;True;True;2024-12-24 00:00:00;2025-12-24 23:59:59;True;False;True;True;False;False;False;True;3;True;True;False;True;True;Kapsam Dışı;True;False;False;False;True;True;False;False;False;True;False;True;True;False;True;False;62;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
SAKARYA ÜNİVERSİTESİ;http://www.sakarya.edu.tr;True;True;2024-07-23 00:00:00;2025-08-23 23:59:59;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;True;False;False;False;False;True;False;False;True;True;True;True;True;True;True;False;718;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
SAMSUN ÜNİVERSİTESİ;www.samsun.edu.tr;True;True;2025-04-10 23:03:43;2025-07-10 00:02:07;False;False;False;False;False;False;True;True;0;True;True;False;True;True;Kapsam Dışı;False;False;False;False;True;True;False;False;True;True;True;True;True;True;True;False;644;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
SANKO ÜNİVERSİTESİ;http://www.sanko.edu.tr;False;False;;;False;False;False;False;False;True;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;-1;False;True;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
SELÇUK ÜNİVERSİTESİ;http://www.selcuk.edu.tr/;True;True;2024-12-12 00:00:00;2026-01-12 23:59:59;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;-1;False;True;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
SİİRT ÜNİVERSİTESİ;http://siirt.edu.tr;True;True;2025-03-18 00:00:00;2026-04-18 23:59:59;True;False;False;False;False;False;True;True;1;True;False;True;False;True;Kapsam Dışı;False;False;False;True;False;True;False;False;False;True;True;True;True;True;True;False;1367;False;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
SİNOP ÜNİVERSİTESİ;http://www.sinop.edu.tr;True;True;2024-08-12 00:00:00;2025-08-09 23:59:59;False;True;True;False;False;False;True;True;2;True;False;False;True;True;Kapsam Dışı;False;False;False;True;False;True;False;False;False;True;True;True;True;True;True;False;2182;False;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
SİVAS BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ;http://www.sivas.edu.tr/;True;True;2024-12-03 00:00:00;2025-12-03 23:59:59;True;True;True;True;True;False;False;False;5;True;True;False;True;True;Kapsam Dışı;False;False;False;False;True;True;False;True;True;True;True;True;True;True;True;False;924;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
SİVAS CUMHURİYET ÜNİVERSİTESİ;http://www.cumhuriyet.edu.tr;True;True;2024-12-04 12:53:40;2026-01-05 12:53:39;False;False;False;False;False;False;True;True;0;True;True;False;True;True;Kapsam Dışı;False;False;False;False;False;True;False;False;True;True;False;True;True;True;True;False;607;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
SÜLEYMAN DEMİREL ÜNİVERSİTESİ;http://www.sdu.edu.tr/;True;True;2024-09-18 00:00:00;2025-06-01 23:59:59;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;True;True;True;False;False;False;True;True;True;True;True;True;False;1826;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
ŞIRNAK ÜNİVERSİTESİ;http://www.sirnak.edu.tr;True;True;2025-01-02 00:00:00;2026-02-02 23:59:59;True;False;False;False;False;False;True;True;1;True;True;False;True;True;Kapsam Dışı;False;False;False;True;True;True;False;False;False;True;False;True;True;True;True;False;117;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
TARSUS ÜNİVERSİTESİ;www.tarsus.edu.tr;True;True;2024-12-18 00:00:00;2026-01-18 23:59:59;True;True;False;False;False;False;True;False;2;True;False;False;False;True;Kapsam Dışı;False;False;False;True;False;True;False;False;True;False;True;True;True;True;True;False;860;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
TED ÜNİVERSİTESİ;http://www.tedu.edu.tr;True;True;2025-02-06 13:13:32;2026-03-10 13:13:31;True;False;True;True;False;False;False;True;3;True;False;False;False;True;Kapsam Dışı;False;False;True;False;True;True;False;False;True;True;True;True;True;True;True;True;617;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ;http://www.nku.edu.tr;True;True;2024-06-12 06:58:26;2025-06-12 06:58:26;False;False;False;False;False;False;True;True;0;True;True;False;True;True;Kapsam Dışı;False;False;False;False;True;True;True;False;True;True;True;True;True;True;True;False;741;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ;www.etu.edu.tr;True;True;2024-11-26 00:00:00;2025-12-27 23:59:59;False;False;True;True;False;False;False;True;2;True;True;False;True;True;Kapsam Dışı;False;False;False;False;True;True;False;False;True;False;False;True;True;True;True;False;165;False;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ;www.gop.edu.tr;True;True;2024-07-31 00:00:00;2025-07-30 23:59:59;False;False;False;False;False;False;True;True;0;True;True;True;False;True;Kapsam Dışı;False;False;False;False;False;True;False;False;True;True;True;True;True;False;True;False;1323;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
TOROS ÜNİVERSİTESİ;www.toros.edu.tr;True;True;2025-04-19 01:16:13;2025-07-18 02:14:41;False;False;True;True;False;False;False;True;2;True;False;False;False;True;Kapsam Dışı;False;False;False;True;False;True;False;False;False;True;True;True;True;True;True;False;1677;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
TRABZON ÜNİVERSİTESİ;www.trabzon.edu.tr;True;True;2025-03-17 00:00:00;2026-04-17 23:59:59;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;True;False;True;False;False;True;False;False;True;True;True;True;False;1442;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
TRAKYA ÜNİVERSİTESİ;http://www.trakya.edu.tr/;True;True;2025-05-08 06:48:49;2026-06-09 06:48:48;True;False;False;False;False;False;True;True;1;True;True;False;True;True;Kapsam Dışı;True;False;False;True;False;True;False;False;True;False;False;True;True;True;True;False;790;False;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
TÜRK HAVA KURUMU ÜNİVERSİTESİ;http://www.thk.edu.tr;False;False;;;False;False;False;False;False;True;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;-1;False;True;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
TÜRK-ALMAN ÜNİVERSİTESİ;http://www.tau.edu.tr/;True;True;2024-09-19 00:00:00;2025-09-21 23:59:59;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;True;False;True;False;False;True;False;False;True;True;True;True;False;1259;False;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
TÜRKİYE ULUSLARARASI İSLAM, BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ;-;False;False;;;False;False;False;False;False;True;True;True;0;True;False;False;False;True;Kapsam Dışı;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;-1;False;True;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
TÜRK-JAPON BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ;-;False;False;;;False;False;False;False;False;True;True;True;0;True;False;False;False;True;Kapsam Dışı;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;-1;False;True;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
UFUK ÜNİVERSİTESİ;http://www.ufuk.edu.tr;True;True;2025-05-18 18:57:42;2025-08-16 18:57:41;False;False;False;False;False;False;True;True;0;True;True;False;True;True;Kapsam Dışı;False;False;False;True;False;True;False;False;True;True;True;True;True;False;True;False;1126;False;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
UŞAK ÜNİVERSİTESİ;http://www.usak.edu.tr;True;True;2024-09-20 00:00:00;2025-10-21 23:59:59;True;False;False;False;False;False;True;True;1;True;True;False;True;True;Kapsam Dışı;False;False;False;True;True;True;False;False;False;True;False;True;True;True;True;False;1413;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
ÜSKÜDAR ÜNİVERSİTESİ;http://www.uskudar.edu.tr;True;True;2025-04-16 11:52:27;2025-07-15 11:52:26;False;False;False;False;False;False;True;True;0;True;True;False;True;True;Kapsam Dışı;False;False;False;False;True;True;False;False;True;True;True;True;True;True;True;False;605;False;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ;http://www.yyu.edu.tr/;False;False;;;False;False;False;False;False;True;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;-1;False;True;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
YALOVA ÜNİVERSİTESİ;http://www.yalova.edu.tr/rektorl uk;True;True;2024-09-09 00:00:00;2025-10-10 23:59:59;True;False;False;False;False;False;True;True;1;True;False;False;True;True;Kapsam Dışı;True;False;False;False;False;True;True;False;True;False;False;True;True;True;True;False;909;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
YAŞAR ÜNİVERSİTESİ;http://www.yasar.edu.tr;True;True;2024-11-01 00:00:00;2025-12-01 23:59:59;False;False;True;True;True;False;False;True;3;True;False;False;False;True;Kapsam Dışı;False;False;False;False;True;False;False;True;True;False;False;True;True;True;True;False;600;False;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
